State,School district,LEAID,"Total number of grade 8 students",Number of grade 8 students enrolled in Algebra I,Percentage of grade 8 students enrolled in Algebra I 
AK,HAINES BOROUGH SCHOOL DISTRICT,0200270,27,4,14.81481481
AK,HOONAH CITY SCHOOL DISTRICT,0200300,9,0,0
AK,HYDABURG CITY SCHOOL DISTRICT,0200330,6,0,0
AK,KAKE CITY SCHOOL DISTRICT,0200360,7,4,57.14285714
AK,KENAI PENINSULA BOROUGH SCHOOL DISTRICT,0200390,658,223,33.89057751
AK,KLAWOCK CITY SCHOOL DISTRICT,0200450,15,0,0
AK,KODIAK ISLAND BOROUGH SCHOOL DISTRICT,0200480,181,26,14.36464088
AK,LAKE AND PENINSULA BOROUGH SCHOOL DISTRICT,0200485,23,6,26.08695652
AK,MATANUSKA-SUSITNA BOROUGH SCHOOL DISTRICT,0200510,1393,363,26.05886576
AK,IDITAROD AREA SCHOOL DISTRICT,0200520,22,2,9.090909091
AK,ANNETTE ISLAND SCHOOL DISTRICT,0200525,24,4,16.66666667
AK,NENANA CITY SCHOOL DISTRICT,0200540,41,10,24.3902439
AK,NOME PUBLIC SCHOOLS,0200570,54,12,22.22222222
AK,FAIRBANKS NORTH STAR BOROUGH SCHOOL DISTRICT,0200600,972,188,19.34156379
AK,NORTH SLOPE BOROUGH SCHOOL DISTRICT,0200610,137,4,2.919708029
AK,NORTHWEST ARCTIC BOROUGH SCHOOL DISTRICT,0200625,136,26,19.11764706
AK,PETERSBURG BOROUGH SCHOOL DISTRICT,0200660,40,12,30
AK,PRIBILOF SCHOOL DISTRICT,0200670,12,2,16.66666667
AK,SAINT MARY'S SCHOOL DISTRICT,0200680,12,7,58.33333333
AK,SKAGWAY SCHOOL DISTRICT,0200690,4,4,100
AK,SOUTHEAST ISLAND SCHOOL DISTRICT,0200700,13,0,0
AK,SOUTHWEST REGION SCHOOL DISTRICT,0200710,45,6,13.33333333
AK,TANANA CITY SCHOOL DISTRICT,0200715,1,0,0
AK,UNALASKA CITY SCHOOL DISTRICT,0200720,35,16,45.71428571
AK,CHATHAM SCHOOL DISTRICT,0200730,13,0,0
AK,KUSPUK SCHOOL DISTRICT,0200760,29,0,0
AK,DENALI BOROUGH SCHOOL DISTRICT,0200770,63,2,3.174603175
AK,YUKON FLATS SCHOOL DISTRICT,0200775,20,0,0
AK,VALDEZ CITY SCHOOL DISTRICT,0200780,56,10,17.85714286
AK,CHUGACH SCHOOL DISTRICT,0200800,2,0,0
AK,WRANGELL PUBLIC SCHOOL DISTRICT,0200810,24,8,33.33333333
AK,YAKUTAT SCHOOL DISTRICT,0200840,7,0,0
AK,YUKON-KOYUKUK SCHOOL DISTRICT,0200862,17,0,0
AZ,CAVE CREEK UNIFIED DISTRICT,0400001,431,135,31.3225058
AZ,CHINO VALLEY UNIFIED DISTRICT,0400003,174,29,16.66666667
AZ,CLARKDALE-JEROME ELEMENTARY DISTRICT,0400004,55,9,16.36363636
AZ,SALOME CONSOLIDATED ELEMENTARY DISTRICT,0400005,13,0,0
AZ,COLORADO CITY UNIFIED DISTRICT,0400021,28,10,35.71428571
AZ,PINON UNIFIED DISTRICT,0400023,92,0,0
AZ,HEBER-OVERGAARD UNIFIED DISTRICT,0400026,34,17,50
AZ,BENSON UNIFIED SCHOOL DISTRICT,0400212,92,0,0
AZ,KINGMAN UNIFIED SCHOOL DISTRICT,0400295,467,99,21.19914347
AZ,AGUILA ELEMENTARY DISTRICT #63,0400480,14,12,85.71428571
AZ,AJO UNIFIED DISTRICT,0400520,31,2,6.451612903
AZ,ALHAMBRA ELEMENTARY DISTRICT,0400600,1351,315,23.31606218
AZ,ALPINE ELEMENTARY DISTRICT,0400630,6,0,0
AZ,AMPHITHEATER UNIFIED DISTRICT,0400680,997,151,15.14543631
AZ,APACHE JUNCTION UNIFIED DISTRICT,0400790,363,26,7.162534435
AZ,ARLINGTON ELEMENTARY DISTRICT,0400840,31,0,0
AZ,ASH CREEK ELEMENTARY DISTRICT #53,0400870,5,0,0
AZ,ASH FORK JOINT UNIFIED DISTRICT,0400910,21,0,0
AZ,AVONDALE ELEMENTARY DISTRICT,0400960,626,20,3.194888179
AZ,BAGDAD UNIFIED DISTRICT,0401000,29,0,0
AZ,BALSZ ELEMENTARY DISTRICT,0401050,234,35,14.95726496
AZ,BEAVER CREEK ELEMENTARY DISTRICT,0401080,31,0,0
AZ,BISBEE UNIFIED DISTRICT,0401180,52,6,11.53846154
AZ,BLUE ELEMENTARY DISTRICT,0401230,2,0,0
AZ,BONITA ELEMENTARY DISTRICT,0401260,8,4,50
AZ,BOUSE ELEMENTARY DISTRICT,0401290,5,0,0
AZ,BOWIE UNIFIED DISTRICT,0401330,4,0,0
AZ,BUCKEYE ELEMENTARY DISTRICT,0401380,558,0,0
AZ,SIERRA VISTA UNIFIED SCHOOL DISTRICT,0401460,382,62,16.23036649
AZ,BULLHEAD CITY SCHOOL DISTRICT,0401500,308,54,17.53246753
AZ,CAMP VERDE UNIFIED DISTRICT,0401600,117,0,0
AZ,CANON ELEMENTARY DISTRICT,0401650,15,0,0
AZ,CARTWRIGHT ELEMENTARY DISTRICT,0401680,1907,0,0
AZ,CASA GRANDE ELEMENTARY DISTRICT,0401710,811,216,26.63378545
AZ,CATALINA FOOTHILLS UNIFIED DISTRICT,0401760,418,112,26.79425837
AZ,CEDAR UNIFIED DISTRICT,0401810,13,0,0
AZ,CHANDLER UNIFIED DISTRICT #80,0401870,3376,1268,37.55924171
AZ,CHINLE UNIFIED DISTRICT,0401940,295,0,0
AZ,COCHISE ELEMENTARY DISTRICT,0402130,6,4,66.66666667
AZ,CONCHO ELEMENTARY DISTRICT,0402190,25,0,0
AZ,CONGRESS ELEMENTARY DISTRICT,0402220,12,4,33.33333333
AZ,CONTINENTAL ELEMENTARY DISTRICT,0402250,54,15,27.77777778
AZ,COOLIDGE UNIFIED DISTRICT,0402320,246,44,17.88617886
AZ,COTTONWOOD-OAK CREEK ELEMENTARY DISTRICT,0402370,241,0,0
AZ,CRANE ELEMENTARY DISTRICT,0402400,741,185,24.96626181
AZ,CREIGHTON ELEMENTARY DISTRICT,0402430,624,0,0
AZ,DOUGLAS UNIFIED DISTRICT,0402530,315,60,19.04761905
AZ,DUNCAN UNIFIED DISTRICT,0402600,24,15,62.5
AZ,DYSART UNIFIED SCHOOL DISTRICT,0402690,2054,0,0
AZ,ELFRIDA ELEMENTARY DISTRICT,0402760,13,0,0
AZ,ELOY ELEMENTARY DISTRICT,0402790,98,52,53.06122449
AZ,FLAGSTAFF UNIFIED DISTRICT,0402860,643,46,7.153965785
AZ,FLORENCE UNIFIED SCHOOL DISTRICT,0402920,689,176,25.54426705
AZ,FLOWING WELLS UNIFIED DISTRICT,0403010,352,95,26.98863636
AZ,FOUNTAIN HILLS UNIFIED DISTRICT,0403040,127,49,38.58267717
AZ,FOWLER ELEMENTARY DISTRICT,0403060,317,56,17.66561514
AZ,FORT HUACHUCA ACCOMMODATION DISTRICT,0403150,94,18,19.14893617
AZ,FORT THOMAS UNIFIED DISTRICT,0403200,49,0,0
AZ,GADSDEN ELEMENTARY DISTRICT,0403240,753,208,27.62284197
AZ,GANADO UNIFIED SCHOOL DISTRICT,0403290,139,28,20.14388489
AZ,GILA BEND UNIFIED DISTRICT,0403310,24,0,0
AZ,GILBERT UNIFIED DISTRICT,0403400,3043,734,24.12093329
AZ,GLENDALE ELEMENTARY DISTRICT,0403420,1436,258,17.96657382
AZ,GLOBE UNIFIED DISTRICT,0403500,130,17,13.07692308
AZ,GRAND CANYON UNIFIED DISTRICT #4,0403550,21,0,0
AZ,HIGLEY UNIFIED SCHOOL DISTRICT,0403780,906,256,28.25607064
AZ,MARICOPA COUNTY REGIONAL DISTRICT,0403860,15,0,0
AZ,HUMBOLDT UNIFIED DISTRICT,0403870,442,124,28.05429864
AZ,HYDER ELEMENTARY DISTRICT,0403900,15,0,0
AZ,BABOQUIVARI UNIFIED SCHOOL DISTRICT #40,0403950,72,0,0
AZ,ISAAC ELEMENTARY DISTRICT,0403960,726,98,13.49862259
AZ,J.O. COMBS UNIFIED SCHOOL DISTRICT,0403990,325,82,25.23076923
AZ,JOSEPH CITY UNIFIED DISTRICT,0404010,28,0,0
AZ,KAYENTA UNIFIED DISTRICT #27,0404060,118,0,0
AZ,KIRKLAND ELEMENTARY DISTRICT,0404170,5,0,0
AZ,KYRENE ELEMENTARY DISTRICT,0404230,2118,440,20.77431539
AZ,LAKE HAVASU UNIFIED SCHOOL DISTRICT #1,0404280,399,357,89.47368421
AZ,LAVEEN ELEMENTARY DISTRICT,0404290,710,222,31.26760563
AZ,LIBERTY ELEMENTARY DISTRICT,0404320,415,127,30.60240964
AZ,LITCHFIELD ELEMENTARY SCHOOL DISTRICT,0404380,1270,0,0
AZ,LITTLEFIELD UNIFIED DISTRICT,0404410,36,0,0
AZ,LITTLETON ELEMENTARY DISTRICT,0404440,640,0,0
AZ,MADISON ELEMENTARY DISTRICT,0404500,542,13,2.398523985
AZ,MAINE CONSOLIDATED SCHOOL DISTRICT,0404530,15,0,0
AZ,MAMMOTH-SAN MANUEL UNIFIED DISTRICT,0404570,47,4,8.510638298
AZ,MARANA UNIFIED DISTRICT,0404630,983,142,14.44557477
AZ,MARICOPA UNIFIED SCHOOL DISTRICT,0404720,453,69,15.23178808
AZ,ALTAR VALLEY ELEMENTARY DISTRICT,0404770,77,0,0
AZ,MAYER UNIFIED SCHOOL DISTRICT,0404820,33,0,0
AZ,MCNARY ELEMENTARY SCHOOL DISTRICT,0404860,10,0,0
AZ,MCNEAL ELEMENTARY DISTRICT,0404920,11,0,0
AZ,MESA UNIFIED DISTRICT,0404970,4789,987,20.60973063
AZ,MIAMI UNIFIED DISTRICT,0405030,94,14,14.89361702
AZ,MOHAVE VALLEY ELEMENTARY DISTRICT,0405190,155,35,22.58064516
AZ,MOHAWK VALLEY ELEMENTARY DISTRICT,0405220,24,0,0
AZ,MORENCI UNIFIED DISTRICT,0405320,107,23,21.4953271
AZ,MORRISTOWN ELEMENTARY DISTRICT,0405340,11,2,18.18181818
AZ,MURPHY ELEMENTARY SCHOOL DISTRICT #21,0405400,210,0,0
AZ,NACO ELEMENTARY DISTRICT,0405430,32,0,0
AZ,NADABURG UNIFIED SCHOOL DISTRICT,0405460,103,0,0
AZ,NOGALES UNIFIED DISTRICT,0405530,442,95,21.49321267
AZ,ORACLE ELEMENTARY DISTRICT,0405640,53,20,37.73584906
AZ,OSBORN ELEMENTARY DISTRICT,0405670,301,63,20.93023256
AZ,OWENS SCHOOL DISTRICT NO.6,0405730,1,0,0
AZ,TONTO BASIN ELEMENTARY DISTRICT,0405760,2,0,0
AZ,PAGE UNIFIED DISTRICT,0405820,183,57,31.14754098
AZ,PALO VERDE ELEMENTARY DISTRICT,0405850,50,0,0
AZ,PALOMINAS ELEMENTARY DISTRICT,0405880,120,56,46.66666667
AZ,PARADISE VALLEY UNIFIED DISTRICT,0405930,2347,621,26.45930976
AZ,PARKER UNIFIED SCHOOL DISTRICT,0405980,136,0,0
AZ,PAYSON UNIFIED DISTRICT,0406070,183,30,16.39344262
AZ,PEACH SPRINGS UNIFIED DISTRICT,0406120,15,0,0
AZ,PEARCE ELEMENTARY DISTRICT,0406150,3,0,0
AZ,PENDERGAST ELEMENTARY DISTRICT,0406210,1192,0,0
AZ,PEORIA UNIFIED SCHOOL DISTRICT,0406250,2910,0,0
AZ,PHOENIX ELEMENTARY DISTRICT,0406300,687,0,0
AZ,PICACHO ELEMENTARY DISTRICT,0406360,13,0,0
AZ,PIMA UNIFIED DISTRICT,0406440,63,25,39.68253968
AZ,PINE STRAWBERRY ELEMENTARY DISTRICT,0406510,22,0,0
AZ,BLUE RIDGE UNIFIED SCHOOL DISTRICT NO. 32,0406580,160,0,0
AZ,POMERENE ELEMENTARY DISTRICT,0406630,10,0,0
AZ,PRESCOTT UNIFIED SCHOOL DISTRICT  #1,0406730,367,113,30.79019074
AZ,SANDERS UNIFIED DISTRICT,0406740,72,0,0
AZ,QUARTZSITE ELEMENTARY SCHOOL DISTRICT #4,0406780,33,0,0
AZ,QUEEN CREEK UNIFIED DISTRICT,0406810,411,68,16.54501217
AZ,RAY UNIFIED SCHOOL DISTRICT,0406850,41,0,0
AZ,RED MESA UNIFIED DISTRICT,0406870,50,44,88
AZ,RED ROCK ELEMENTARY DISTRICT,0406900,27,0,0
AZ,SAN CARLOS UNIFIED DISTRICT,0406960,112,0,0
AZ,RIVERSIDE ELEMENTARY DISTRICT,0407020,84,18,21.42857143
AZ,ROOSEVELT ELEMENTARY DISTRICT,0407080,1006,116,11.53081511
AZ,ROUND VALLEY UNIFIED DISTRICT,0407130,85,12,14.11764706
AZ,SADDLE MOUNTAIN UNIFIED SCHOOL DISTRICT,0407170,116,6,5.172413793
AZ,SACATON ELEMENTARY DISTRICT,0407200,60,0,0
AZ,SAFFORD UNIFIED DISTRICT,0407240,216,59,27.31481481
AZ,SAHUARITA UNIFIED DISTRICT,0407300,430,88,20.46511628
AZ,SAN SIMON UNIFIED DISTRICT,0407430,10,0,0
AZ,SANTA CRUZ VALLEY UNIFIED DISTRICT,0407520,281,0,0
AZ,SCOTTSDALE UNIFIED DISTRICT,0407570,1841,309,16.78435633
AZ,SELIGMAN UNIFIED DISTRICT,0407630,11,0,0
AZ,SENTINEL ELEMENTARY DISTRICT,0407680,6,0,0
AZ,SHOW LOW UNIFIED SCHOOL DISTRICT,0407700,210,43,20.47619048
AZ,DEER VALLEY UNIFIED DISTRICT,0407750,2742,375,13.6761488
AZ,SNOWFLAKE UNIFIED DISTRICT,0407820,188,0,0
AZ,SOLOMON ELEMENTARY DISTRICT,0407860,15,15,100
AZ,SOMERTON ELEMENTARY DISTRICT,0407890,305,71,23.27868852
AZ,ST DAVID UNIFIED DISTRICT,0408020,34,7,20.58823529
AZ,ST JOHNS UNIFIED DISTRICT,0408080,78,48,61.53846154
AZ,STANFIELD ELEMENTARY DISTRICT,0408130,58,0,0
AZ,SUNNYSIDE UNIFIED DISTRICT,0408170,1264,349,27.61075949
AZ,SUPERIOR UNIFIED SCHOOL DISTRICT,0408230,25,6,24
AZ,TANQUE VERDE UNIFIED DISTRICT,0408280,187,30,16.04278075
AZ,TEMPE SCHOOL DISTRICT,0408310,1031,254,24.63627546
AZ,THATCHER UNIFIED DISTRICT,0408410,134,21,15.67164179
AZ,PALOMA SCHOOL DISTRICT,0408430,9,0,0
AZ,HILLSIDE ELEMENTARY DISTRICT,0408460,1,0,0
AZ,TOLLESON ELEMENTARY DISTRICT,0408490,313,33,10.54313099
AZ,TOLTEC SCHOOL DISTRICT,0408550,110,0,0
AZ,TOMBSTONE UNIFIED DISTRICT,0408600,70,0,0
AZ,TUBA CITY UNIFIED SCHOOL DISTRICT #15,0408680,108,0,0
AZ,TUCSON UNIFIED DISTRICT,0408800,3466,168,4.847085978
AZ,UNION ELEMENTARY DISTRICT,0408820,211,0,0
AZ,VAIL UNIFIED DISTRICT,0408850,942,195,20.70063694
AZ,VALENTINE ELEMENTARY DISTRICT,0408880,4,0,0
AZ,WASHINGTON ELEMENTARY SCHOOL DISTRICT,0409060,2351,0,0
AZ,WELLTON ELEMENTARY DISTRICT,0409090,25,0,0
AZ,WHITERIVER UNIFIED DISTRICT,0409160,115,24,20.86956522
AZ,WICKENBURG UNIFIED DISTRICT,0409190,87,18,20.68965517
AZ,WILLCOX UNIFIED DISTRICT,0409250,84,0,0
AZ,WILLIAMS UNIFIED DISTRICT,0409310,43,0,0
AZ,WILSON ELEMENTARY DISTRICT,0409390,113,37,32.74336283
AZ,WINDOW ROCK UNIFIED DISTRICT,0409430,149,72,48.32214765
AZ,YARNELL ELEMENTARY DISTRICT,0409510,5,0,0
AZ,YUMA ELEMENTARY SCHOOL DISTRICT ONE,0409600,1021,0,0
AZ,SEDONA-OAK CREEK JUSD #9,0409733,65,0,0
AR,DEWITT SCHOOL DISTRICT,0500001,111,0,0
AR,WARREN SCHOOL DISTRICT,0500006,122,0,0
AR,CORNING SCHOOL DISTRICT,0500009,64,22,34.375
AR,RIVERSIDE SCHOOL DISTRICT,0500012,57,22,38.59649123
AR,SHERIDAN SCHOOL DISTRICT,0500015,347,48,13.83285303
AR,MARMADUKE SCHOOL DISTRICT,0500016,60,18,30
AR,PARAGOULD SCHOOL DISTRICT,0500017,228,0,0
AR,BATESVILLE SCHOOL DISTRICT,0500019,227,30,13.21585903
AR,MIDLAND SCHOOL DISTRICT,0500020,51,0,0
AR,IZARD CO. CONS. SCHOOL DIST.,0500021,35,0,0
AR,NEWPORT SCHOOL DISTRICT,0500023,89,15,16.85393258
AR,STAR CITY SCHOOL DISTRICT,0500028,131,0,0
AR,GOSNELL SCHOOL DISTRICT,0500029,96,77,80.20833333
AR,NEVADA SCHOOL DISTRICT,0500030,34,0,0
AR,BEARDEN SCHOOL DISTRICT,0500032,38,0,0
AR,WESTERN YELL CO. SCHOOL DIST.,0500041,22,0,0
AR,HAMBURG SCHOOL DISTRICT,0500042,171,0,0
AR,MOUNTAIN HOME SCHOOL DISTRICT,0500043,316,59,18.67088608
AR,MAGNOLIA SCHOOL DISTRICT,0500044,214,62,28.97196262
AR,MANILA SCHOOL DISTRICT,0500046,85,40,47.05882353
AR,TRUMANN SCHOOL DISTRICT,0500047,136,0,0
AR,EAST POINSETT CO. SCHOOL DIST.,0500048,55,0,0
AR,DEQUEEN SCHOOL DISTRICT,0500049,196,43,21.93877551
AR,PALESTINE-WHEATLEY SCH. DIST.,0500051,70,0,0
AR,LAFAYETTE COUNTY SCHOOL DISTRICT,0500065,50,0,0
AR,CLEVELAND COUNTY SCHOOL DIST.,0500067,72,28,38.88888889
AR,EMERSON-TAYLOR SCHOOL DISTRICT,0500068,72,0,0
AR,CEDAR RIDGE SCHOOL DISTRICT,0500070,62,2,3.225806452
AR,HILLCREST SCHOOL DISTRICT,0500071,48,0,0
AR,DEER/MT. JUDEA SCHOOL DISTRICT,0500072,21,0,0
AR,OUACHITA RIVER SCHOOL DISTRICT,0500073,56,17,30.35714286
AR,OZARK MOUNTAIN SCHOOL DISTRICT,0500076,41,0,0
AR,TWO RIVERS SCHOOL DISTRICT,0500079,78,20,25.64102564
AR,LAWRENCE COUNTY SCHOOL DISTRICT,0500082,78,0,0
AR,COSSATOT RIVER SCHOOL DISTRICT,0500405,85,21,24.70588235
AR,ALMA SCHOOL DISTRICT,0502250,276,68,24.63768116
AR,ALPENA SCHOOL DISTRICT,0502280,44,0,0
AR,ARKADELPHIA SCHOOL DISTRICT,0502430,130,33,25.38461538
AR,ARMOREL SCHOOL DISTRICT,0502550,37,2,5.405405405
AR,ASHDOWN SCHOOL DISTRICT,0502580,113,0,0
AR,ATKINS SCHOOL DISTRICT,0502610,67,7,10.44776119
AR,AUGUSTA SCHOOL DISTRICT,0502670,23,0,0
AR,BALD KNOB SCHOOL DISTRICT,0502700,112,22,19.64285714
AR,BARTON-LEXA SCHOOL DISTRICT,0502730,63,0,0
AR,BAUXITE SCHOOL DISTRICT,0502790,132,41,31.06060606
AR,BAY SCHOOL DISTRICT,0502820,51,28,54.90196078
AR,BEEBE SCHOOL DISTRICT,0502880,223,0,0
AR,BENTON SCHOOL DISTRICT,0502960,375,35,9.333333333
AR,PEA RIDGE SCHOOL DISTRICT,0503030,171,29,16.95906433
AR,BENTONVILLE SCHOOL DISTRICT,0503060,1174,162,13.79897785
AR,BERGMAN SCHOOL DISTRICT,0503090,87,0,0
AR,BERRYVILLE SCHOOL DISTRICT,0503150,157,0,0
AR,BISMARCK SCHOOL DISTRICT,0503240,83,29,34.93975904
AR,BLEVINS SCHOOL DISTRICT,0503300,45,0,0
AR,BLYTHEVILLE SCHOOL DISTRICT,0503320,145,0,0
AR,LEAD HILL SCHOOL DISTRICT,0503420,21,0,0
AR,BOONEVILLE SCHOOL DISTRICT,0503450,90,10,11.11111111
AR,BRADFORD SCHOOL DISTRICT,0503480,32,0,0
AR,BRINKLEY SCHOOL DISTRICT,0503630,35,0,0
AR,BROOKLAND SCHOOL DISTRICT,0503640,165,57,34.54545455
AR,BRYANT SCHOOL DISTRICT,0503690,716,218,30.44692737
AR,BUFFALO IS. CENTRAL SCH. DIST.,0503710,57,24,42.10526316
AR,CABOT SCHOOL DISTRICT,0503750,834,215,25.7793765
AR,CADDO HILLS SCHOOL DISTRICT,0503770,34,4,11.76470588
AR,CALICO ROCK SCHOOL DISTRICT,0503840,36,13,36.11111111
AR,CARLISLE SCHOOL DISTRICT,0503960,52,0,0
AR,WESTSIDE CONS. SCHOOL DISTRICT,0504020,133,104,78.19548872
AR,CAVE CITY SCHOOL DISTRICT,0504050,112,0,0
AR,CEDARVILLE SCHOOL DISTRICT,0504080,69,0,0
AR,GENOA CENTRAL SCHOOL DISTRICT,0504110,83,0,0
AR,WHITE CO. CENTRAL SCHOOL DIST.,0504170,58,4,6.896551724
AR,CHARLESTON SCHOOL DISTRICT,0504200,71,0,0
AR,CLARENDON SCHOOL DISTRICT,0504350,33,0,0
AR,RECTOR SCHOOL DISTRICT,0504370,53,13,24.52830189
AR,CLARKSVILLE SCHOOL DISTRICT,0504380,203,55,27.09359606
AR,CLINTON SCHOOL DISTRICT,0504410,105,7,6.666666667
AR,CONCORD SCHOOL DISTRICT,0504560,40,0,0
AR,CONWAY SCHOOL DISTRICT,0504590,751,141,18.77496671
AR,COTTER SCHOOL DISTRICT,0504680,43,0,0
AR,COUNTY LINE SCHOOL DISTRICT,0504740,38,0,0
AR,CROSSETT SCHOOL DISTRICT,0504800,129,0,0
AR,CUTTER-MORNING STAR SCH. DIST.,0504860,52,23,44.23076923
AR,DANVILLE SCHOOL DISTRICT,0504890,68,0,0
AR,DARDANELLE SCHOOL DISTRICT,0504930,187,20,10.69518717
AR,DECATUR SCHOOL DISTRICT,0504980,39,2,5.128205128
AR,DERMOTT SCHOOL DISTRICT,0505170,21,7,33.33333333
AR,DES ARC SCHOOL DISTRICT,0505190,34,0,0
AR,DIERKS SCHOOL DISTRICT,0505340,37,15,40.54054054
AR,DOLLARWAY SCHOOL DISTRICT,0505410,103,43,41.74757282
AR,DOVER SCHOOL DISTRICT,0505430,102,27,26.47058824
AR,DREW CENTRAL SCHOOL DISTRICT,0505470,74,14,18.91891892
AR,DUMAS SCHOOL DISTRICT,0505500,116,33,28.44827586
AR,EARLE SCHOOL DISTRICT,0505550,52,25,48.07692308
AR,EAST END SCHOOL DISTRICT,0505580,45,0,0
AR,EL DORADO SCHOOL DISTRICT,0505680,331,46,13.89728097
AR,ELKINS SCHOOL DISTRICT,0505760,93,45,48.38709677
AR,ENGLAND SCHOOL DISTRICT,0505850,58,0,0
AR,EUREKA SPRINGS SCHOOL DISTRICT,0505970,51,0,0
AR,CAMDEN FAIRVIEW SCHOOL DIST.,0506060,181,71,39.22651934
AR,FARMINGTON SCHOOL DISTRICT,0506090,193,41,21.24352332
AR,FAYETTEVILLE SCHOOL DISTRICT,0506120,738,189,25.6097561
AR,FLIPPIN SCHOOL DISTRICT,0506150,58,0,0
AR,FORDYCE SCHOOL DISTRICT,0506210,60,39,65
AR,FOREMAN SCHOOL DISTRICT,0506240,42,9,21.42857143
AR,FORREST CITY SCHOOL DISTRICT,0506270,192,50,26.04166667
AR,FORT SMITH SCHOOL DISTRICT,0506330,1104,297,26.90217391
AR,FOUKE SCHOOL DISTRICT,0506360,89,0,0
AR,FOUNTAIN LAKE SCHOOL DISTRICT,0506420,98,45,45.91836735
AR,GENTRY SCHOOL DISTRICT,0506540,120,0,0
AR,GLEN ROSE SCHOOL DISTRICT,0506630,78,22,28.20512821
AR,CENTERPOINT SCHOOL DISTRICT,0506690,78,20,25.64102564
AR,GRAVETTE SCHOOL DISTRICT,0506840,159,29,18.23899371
AR,GREEN FOREST SCHOOL DISTRICT,0506870,87,0,0
